name,s_nom
10,19930.4
13,4793.1
14,4378.1
16,5094.3
17,7552.1
18,5265.4
19,21851.9
21,5265.5
22,14076.4
23,3932.5
24,10189.1
25,11439.9
26,5265.4
27,16042.6
28,7150.0
3,4676.7
31,18947.3
32,5265.4
33,6971.2
34,14836.1
35,5265.4
36,1698.1
37,5265.4
38,2279.1
39,3396.2
40,6792.4
42,3396.2
43,8982.1
44,3977.2
5,6077.4
