name,s_nom
10,19930.4
13,4793.1
14,4843.6
16,5094.3
17,7552.1
18,5265.5
19,21851.9
21,5271.9
22,15605.0
23,3932.5
24,19085.0
25,11481.2
26,5265.4
27,16042.6
28,13098.3
3,8694.3
31,18947.3
32,5265.4
33,11177.7
34,14836.1
35,5265.5
36,1698.1
37,5265.4
38,2961.5
39,4400.6
40,6792.4
42,4271.0
43,8982.1
44,5161.8
5,6077.4
