name,s_nom
10,11958
13,3448
14,3017
16,3057
17,4531
18,3159
19,13111
21,3159
22,8446
23,2359
24,6113
25,6864
26,3159
27,9626
28,4290
3,2359
31,11368
32,3159
33,4183
34,8902
35,3159
36,1019
37,3159
38,1367
39,2038
40,4075
42,2038
43,5389
44,2386
5,3646
