name,s_nom
10,17937
13,5172
14,4525
16,4585
17,6797
18,4739
19,19667
21,4739
22,12669
23,3539
24,9170
25,10296
26,4739
27,14438
28,6435
3,3539
31,17053
32,4739
33,6274
34,13352
35,4739
36,1528
37,4739
38,2051
39,3057
40,6113
42,3057
43,8084
44,3579
5,5470
