name,s_nom
10,25241.1
13,5584.0
14,5164.3
16,5094.3
17,7552.1
18,5265.4
19,21851.9
21,5271.8
22,14076.4
23,3932.5
24,11685.6
25,11439.9
26,5265.4
27,16042.6
28,15801.4
3,8381.9
31,18947.3
32,5265.4
33,7248.1
34,14836.1
35,5265.4
36,1698.1
37,5265.4
38,2279.0
39,4134.5
40,6792.4
42,3851.8
43,8982.1
44,3977.1
5,6077.4
