date,gas,gas_real2020
2023-06-16,41.919,35.951818
2023-06-17,35.101,30.104363
2023-06-18,35.101,30.104363
2023-06-19,35.287,30.263885
2023-06-20,34.34,29.451691
2023-06-21,38.971,33.423467
2023-06-22,38.508,33.026375
2023-06-23,35.676,30.597511
2023-06-24,32.664,28.01427
2023-06-25,32.664,28.01427
2023-06-26,32.875,28.195234
2023-06-27,33.642,28.853052
2023-06-28,33.892,29.067464
2023-06-29,34.858,29.895954
2023-06-30,34.364,29.472275
2023-07-01,36.304,31.136115
2023-07-02,36.304,31.136115
2023-07-03,36.538,31.336805
2023-07-04,35.22,30.206423
2023-07-05,34.54,29.623221
2023-07-06,34.99,30.009163
2023-07-07,32.722,28.064014
2023-07-08,32.647,27.99969
2023-07-09,32.647,27.99969
2023-07-10,32.915,28.22954
2023-07-11,31.03,26.612871
2023-07-12,29.426,25.2372
2023-07-13,27.614,23.683139
2023-07-14,26.583,22.798902
2023-07-15,26.388,22.631661
2023-07-16,26.388,22.631661
2023-07-17,26.586,22.801475
2023-07-18,25.354,21.744851
2023-07-19,26.613,22.824632
2023-07-20,26.938,23.103368
2023-07-21,27.7,23.756897
2023-07-22,29.009,24.87956
2023-07-23,29.009,24.87956
2023-07-24,29.047,24.912151
2023-07-25,29.893,25.637723
2023-07-26,32.24,27.650627
2023-07-27,30.879,26.483365
2023-07-28,28.656,24.57681
2023-07-29,26.18,22.453269
2023-07-30,26.18,22.453269
2023-07-31,26.194,22.465277
2023-08-01,26.715,22.912112
2023-08-02,27.285,23.400972
2023-08-03,27.568,23.643687
2023-08-04,29.87,25.617997
2023-08-05,28.629,24.553654
2023-08-06,28.629,24.553654
2023-08-07,28.65,24.571664
2023-08-08,29.475,25.279225
2023-08-09,29.823,25.577687
2023-08-10,36.956,31.695303
2023-08-11,36.115,30.974019
2023-08-12,33.203,28.476543
2023-08-13,33.203,28.476543
2023-08-14,33.395,28.641212
2023-08-15,32.447,27.82816
2023-08-16,35.753,30.66355
2023-08-17,35.786,30.691853
2023-08-18,34.92,29.949128
2023-08-19,33.84,29.022866
2023-08-20,33.84,29.022866
2023-08-21,33.997,29.157517
2023-08-22,39.096,33.530673
2023-08-23,42.605,36.540166
2023-08-24,38.585,33.092414
2023-08-25,32.779,28.1129
2023-08-26,34.778,29.827342
2023-08-27,34.778,29.827342
2023-08-28,34.778,29.827342
2023-08-29,35.339,30.308483
2023-08-30,36.656,31.438008
2023-08-31,36.07,30.935425
2023-09-01,33.53,28.756995
2023-09-02,32.601,27.960238
2023-09-03,32.601,27.960238
2023-09-04,32.607,27.965384
2023-09-05,32.313,27.713235
2023-09-06,32.54,27.907922
2023-09-07,31.564,27.070855
2023-09-08,31.971,27.419919
2023-09-09,34.705,29.764733
2023-09-10,34.705,29.764733
2023-09-11,34.682,29.745007
2023-09-12,37.279,31.972324
2023-09-13,36.288,31.122393
2023-09-14,36.954,31.693587
2023-09-15,36.126,30.983453
2023-09-16,35.958,30.839368
2023-09-17,35.958,30.839368
2023-09-18,35.956,30.837653
2023-09-19,34.955,29.979146
2023-09-20,36.222,31.065788
2023-09-21,37.516,32.175587
2023-09-22,38.76,33.242503
2023-09-23,40.761,34.95866
2023-09-24,40.761,34.95866
2023-09-25,40.811,35.001542
2023-09-26,44.831,38.449294
2023-09-27,41.322,35.439801
2023-09-28,39.847,34.174768
2023-09-29,40.763,34.960375
2023-09-30,37.71,32.341971
2023-10-01,37.71,32.341971
2023-10-02,38.073,32.653297
2023-10-03,33.972,29.136076
2023-10-04,28.845,24.738906
2023-10-05,32.113,27.541705
2023-10-06,29.292,25.122275
2023-10-07,30.371,26.047679
2023-10-08,30.371,26.047679
2023-10-09,30.852,26.460209
2023-10-10,39.104,33.537534
2023-10-11,44.822,38.441575
2023-10-12,45.546,39.062514
2023-10-13,47.685,40.897026
2023-10-14,52.376,44.920261
2023-10-15,52.376,44.920261
2023-10-16,53.294,45.707584
2023-10-17,48.837,41.885039
2023-10-18,45.621,39.126837
2023-10-19,47.416,40.666319
2023-10-20,44.959,38.559073
2023-10-21,46.148,39.578819
2023-10-22,46.148,39.578819
2023-10-23,46.776,40.117423
2023-10-24,47.487,40.727212
2023-10-25,48.868,41.911626
2023-10-26,48.978,42.005968
2023-10-27,48.674,41.745242
2023-10-28,47.868,41.053976
2023-10-29,47.868,41.053976
2023-10-30,48.099,41.252093
2023-10-31,49.195,42.192078
2023-11-01,42.137,36.138786
2023-11-02,37.868,32.477479
2023-11-03,38.554,33.065827
2023-11-04,40.75,34.949226
2023-11-05,40.75,34.949226
2023-11-06,41.303,35.423506
2023-11-07,41.656,35.726256
2023-11-08,43.142,37.000724
2023-11-09,43.935,37.68084
2023-11-10,44.496,38.161982
2023-11-11,42.322,36.297451
2023-11-12,42.322,36.297451
2023-11-13,43.04,36.913244
2023-11-14,41.445,35.545292
2023-11-15,43.887,37.639673
2023-11-16,46.688,40.04195
2023-11-17,46.504,39.884142
2023-11-18,45.318,38.86697
2023-11-19,45.318,38.86697
2023-11-20,45.572,39.084813
2023-11-21,46.385,39.782082
2023-11-22,45.285,38.838667
2023-11-23,44.879,38.490461
2023-11-24,46.723,40.071967
2023-11-25,47.227,40.504223
2023-11-26,47.227,40.504223
2023-11-27,47.514,40.750368
2023-11-28,45.2,38.765767
2023-11-29,43.985,37.723723
2023-11-30,42.724,36.642226
2023-12-01,42.134,36.136213
2023-12-02,43.44,37.256303
2023-12-03,43.44,37.256303
2023-12-04,43.562,37.360937
2023-12-05,41.445,35.545292
2023-12-06,39.464,33.846288
2023-12-07,39.741,34.083857
2023-12-08,40.297,34.56071
2023-12-09,39.331,33.732221
2023-12-10,39.331,33.732221
2023-12-11,39.41,33.799975
2023-12-12,36.162,31.014329
2023-12-13,35.216,30.202992
2023-12-14,35.774,30.681561
2023-12-15,35.049,30.059765
2023-12-16,32.429,27.812722
2023-12-17,32.429,27.812722
2023-12-18,32.702,28.046861
2023-12-19,34.406,29.508296
2023-12-20,32.677,28.02542
2023-12-21,32.95,28.259558
2023-12-22,34.084,29.232133
2023-12-23,32.983,28.28786
2023-12-24,32.983,28.28786
2023-12-25,32.983,28.28786
2023-12-26,32.983,28.28786
2023-12-27,33.348,28.600903
2023-12-28,35.123,30.123231
2023-12-29,32.488,27.863324
2023-12-30,31.574,27.079432
2023-12-31,31.574,27.079432
2024-01-01,31.574,26.262544
2024-01-02,31.634,26.312451
2024-01-03,30.392,25.279383
2024-01-04,31.78,26.43389
2024-01-05,33.168,27.588397
2024-01-06,34.486,28.68468
2024-01-07,34.486,28.68468
2024-01-08,34.93,29.053989
2024-01-09,32.34,26.899685
2024-01-10,31.721,26.384815
2024-01-11,31.725,26.388142
2024-01-12,31.367,26.090366
2024-01-13,32.018,26.631853
2024-01-14,32.018,26.631853
2024-01-15,32.173,26.760779
2024-01-16,30.677,25.516439
2024-01-17,30.478,25.350916
2024-01-18,28.661,23.839576
2024-01-19,28.799,23.954361
2024-01-20,29.078,24.186427
2024-01-21,29.078,24.186427
2024-01-22,29.036,24.151493
2024-01-23,27.613,22.967873
2024-01-24,27.6,22.95706
2024-01-25,28.663,23.841239
2024-01-26,28.08,23.356313
2024-01-27,27.866,23.178313
2024-01-28,27.866,23.178313
2024-01-29,28.068,23.346332
2024-01-30,29.011,24.130698
2024-01-31,29.283,24.356942
2024-02-01,30.058,25.001569
2024-02-02,29.364,24.424316
2024-02-03,28.974,24.099922
2024-02-04,28.974,24.099922
2024-02-05,29.034,24.149829
2024-02-06,28.545,23.74309
2024-02-07,28.803,23.957688
2024-02-08,28.679,23.854548
2024-02-09,27.976,23.269808
2024-02-10,26.97,22.43304
2024-02-11,26.97,22.43304
2024-02-12,27.182,22.609377
2024-02-13,26.082,21.694422
2024-02-14,25.879,21.525571
2024-02-15,25.021,20.811906
2024-02-16,25.218,20.975766
2024-02-17,24.784,20.614774
2024-02-18,24.784,20.614774
2024-02-19,24.844,20.664681
2024-02-20,24.078,20.027539
2024-02-21,24.146,20.0841
2024-02-22,24.107,20.051661
2024-02-23,23.543,19.582539
2024-02-24,22.995,19.126724
2024-02-25,22.995,19.126724
2024-02-26,23.096,19.210734
2024-02-27,23.86,19.846212
2024-02-28,24.212,20.138998
2024-02-29,25.564,21.263561
2024-03-01,25.175,20.939999
2024-03-02,25.614,21.30515
2024-03-03,25.614,21.30515
2024-03-04,25.716,21.389991
2024-03-05,26.514,22.05375
2024-03-06,27.843,23.159182
2024-03-07,27.311,22.716676
2024-03-08,26.391,21.951441
2024-03-09,26.227,21.815029
2024-03-10,26.227,21.815029
2024-03-11,26.339,21.908188
2024-03-12,25.191,20.953308
2024-03-13,24.763,20.597307
2024-03-14,24.823,20.647214
2024-03-15,25.212,20.970775
2024-03-16,26.81,22.299956
2024-03-17,26.81,22.299956
2024-03-18,26.943,22.410582
2024-03-19,28.661,23.839576
2024-03-20,28.519,23.721464
2024-03-21,28.056,23.336351
2024-03-22,26.672,22.18517
2024-03-23,27.371,22.766583
2024-03-24,27.371,22.766583
2024-03-25,27.512,22.883864
2024-03-26,28.39,23.614164
2024-03-27,27.512,22.883864
2024-03-28,27.323,22.726658
2024-03-29,27.097,22.538676
2024-03-30,27.097,22.538676
2024-03-31,27.097,22.538676
2024-04-01,27.097,22.538676
2024-04-02,27.478,22.855583
2024-04-03,26.744,22.245058
2024-04-04,25.71,21.385
2024-04-05,26.032,21.652833
2024-04-06,26.249,21.833329
2024-04-07,26.249,21.833329
2024-04-08,26.328,21.899039
2024-04-09,27.267,22.680078
2024-04-10,27.778,23.105116
2024-04-11,27.302,22.70919
2024-04-12,28.99,24.113231
2024-04-13,29.896,24.866821
2024-04-14,29.896,24.866821
2024-04-15,30.033,24.980775
2024-04-16,30.993,25.779281
2024-04-17,33.488,27.854566
2024-04-18,32.185,26.77076
2024-04-19,32.395,26.945433
2024-04-20,31.547,26.240086
2024-04-21,31.547,26.240086
2024-04-22,31.689,26.358198
2024-04-23,30.402,25.287701
2024-04-24,29.493,24.531615
2024-04-25,29.406,24.45925
2024-04-26,30.441,25.32014
2024-04-27,29.172,24.264614
2024-04-28,29.172,24.264614
2024-04-29,29.298,24.369418
2024-04-30,27.916,23.219902
2024-05-01,28.83,23.980146
2024-05-02,28.479,23.688192
2024-05-03,30.27,25.177906
2024-05-04,30.401,25.286869
2024-05-05,30.401,25.286869
2024-05-06,30.401,25.286869
2024-05-07,30.606,25.457383
2024-05-08,31.196,25.948132
2024-05-09,30.485,25.356738
2024-05-10,30.789,25.609599
2024-05-11,30.048,24.993251
2024-05-12,30.048,24.993251
2024-05-13,30.031,24.979111
2024-05-14,28.97,24.096595
2024-05-15,29.123,24.223857
2024-05-16,29.53,24.562391
2024-05-17,29.94,24.903419
2024-05-18,30.297,25.200364
2024-05-19,30.297,25.200364
2024-05-20,30.334,25.23114
2024-05-21,32.004,26.620208
2024-05-22,32.376,26.929629
2024-05-23,34.009,28.287922
2024-05-24,35.386,29.43328
2024-05-25,34.149,28.404371
2024-05-26,34.149,28.404371
2024-05-27,34.149,28.404371
2024-05-28,34.218,28.461764
2024-05-29,33.902,28.198922
2024-05-30,33.953,28.241343
2024-05-31,34.714,28.874325
2024-06-01,34.666,28.8344
2024-06-02,34.666,28.8344
2024-06-03,34.78,28.929223
2024-06-04,36.615,30.455534
2024-06-05,34.605,28.783662
2024-06-06,33.567,27.920277
2024-06-07,33.449,27.822127
2024-06-08,32.826,27.303929
2024-06-09,32.826,27.303929
2024-06-10,32.919,27.381285
2024-06-11,33.607,27.953548
2024-06-12,34.501,28.697157
2024-06-13,35.276,29.341784
2024-06-14,35.896,29.857486
2024-06-15,35.138,29.226999
2024-06-16,35.138,29.226999
2024-06-17,35.189,29.26942
2024-06-18,34.439,28.645587
2024-06-19,34.448,28.653073
2024-06-20,34.924,29.048999
2024-06-21,34.557,28.743736
2024-06-22,33.87,28.172305
2024-06-23,33.87,28.172305
2024-06-24,33.88,28.180623
2024-06-25,33.927,28.219716
2024-06-26,34.569,28.753718
2024-06-27,34.19,28.438474
2024-06-28,34.102,28.365278
2024-06-29,33.917,28.211399
2024-06-30,33.917,28.211399
2024-07-01,33.91,28.205576
2024-07-02,33.396,27.778043
2024-07-03,33.216,27.628323
2024-07-04,32.434,26.977873
2024-07-05,32.821,27.29977
2024-07-06,32.726,27.220752
2024-07-07,32.726,27.220752
2024-07-08,32.778,27.264004
2024-07-09,32.236,26.813181
2024-07-10,31.004,25.788431
2024-07-11,30.666,25.50729
2024-07-12,30.731,25.561355
2024-07-13,31.225,25.972254
2024-07-14,31.225,25.972254
2024-07-15,31.253,25.995543
2024-07-16,31.006,25.790094
2024-07-17,32.375,26.928798
2024-07-18,31.866,26.505423
2024-07-19,32.062,26.668451
2024-07-20,31.695,26.363189
2024-07-21,31.695,26.363189
2024-07-22,31.755,26.413096
2024-07-23,31.395,26.113656
2024-07-24,31.214,25.963104
2024-07-25,32.196,26.77991
2024-07-26,31.704,26.370675
2024-07-27,32.309,26.8739
2024-07-28,32.309,26.8739
2024-07-29,32.368,26.922975
2024-07-30,33.472,27.841258
2024-07-31,33.858,28.162324
2024-08-01,34.923,29.048167
2024-08-02,35.97,29.919038
2024-08-03,35.705,29.698617
2024-08-04,35.705,29.698617
2024-08-05,35.79,29.769318
2024-08-06,34.735,28.891793
2024-08-07,35.853,29.82172
2024-08-08,37.068,30.83233
2024-08-09,38.787,32.262155
2024-08-10,39.293,32.683035
2024-08-11,39.293,32.683035
2024-08-12,39.322,32.707156
2024-08-13,39.764,33.074802
2024-08-14,38.634,32.134893
2024-08-15,38.252,31.817154
2024-08-16,38.55,32.065024
2024-08-17,38.642,32.141548
2024-08-18,38.642,32.141548
2024-08-19,38.745,32.227221
2024-08-20,39.127,32.54496
2024-08-21,37.78,31.424555
2024-08-22,36.708,30.53289
2024-08-23,35.994,29.939001
2024-08-24,36.247,30.14944
2024-08-25,36.247,30.14944
2024-08-26,36.247,30.14944
2024-08-27,36.322,30.211824
2024-08-28,38.246,31.812164
2024-08-29,38.738,32.221398
2024-08-30,38.395,31.936098
2024-08-31,39.074,32.500875
2024-09-01,39.074,32.500875
2024-09-02,39.32,32.705493
2024-09-03,38.721,32.207258
2024-09-04,37.362,31.076872
2024-09-05,36.146,30.065431
2024-09-06,35.799,29.776804
2024-09-07,36.513,30.370693
2024-09-08,36.513,30.370693
2024-09-09,36.635,30.47217
2024-09-10,36.791,30.601927
2024-09-11,35.603,29.613776
2024-09-12,35.753,29.738542
2024-09-13,35.354,29.406663
2024-09-14,35.774,29.75601
2024-09-15,35.774,29.75601
2024-09-16,35.774,29.75601
2024-09-17,34.347,28.569063
2024-09-18,34.956,29.075616
2024-09-19,34.903,29.031531
2024-09-20,33.96,28.247165
2024-09-21,34.331,28.555755
2024-09-22,34.331,28.555755
2024-09-23,34.511,28.705475
2024-09-24,35.864,29.83087
2024-09-25,36.003,29.946487
2024-09-26,36.99,30.767451
2024-09-27,37.367,31.081031
2024-09-28,38.188,31.763921
2024-09-29,38.188,31.763921
2024-09-30,38.181,31.758098
2024-10-01,39.289,32.679708
2024-10-02,39.025,32.460118
2024-10-03,39.467,32.827764
2024-10-04,39.706,33.026559
2024-10-05,40.842,33.971458
2024-10-06,40.842,33.971458
2024-10-07,40.796,33.933196
2024-10-08,40.317,33.534775
2024-10-09,39.317,32.702997
2024-10-10,38.592,32.099959
2024-10-11,40.005,33.27526
2024-10-12,40.035,33.300214
2024-10-13,40.035,33.300214
2024-10-14,40.563,33.739392
2024-10-15,40.69,33.845028
2024-10-16,39.879,33.170456
2024-10-17,39.624,32.958353
2024-10-18,39.826,33.126372
2024-10-19,39.261,32.656418
2024-10-20,39.261,32.656418
2024-10-21,39.402,32.773698
2024-10-22,40.321,33.538102
2024-10-23,41.17,34.244281
2024-10-24,42.003,34.937152
2024-10-25,42.811,35.609228
2024-10-26,43.158,35.897855
2024-10-27,43.158,35.897855
2024-10-28,43.43,36.124098
2024-10-29,42.657,35.481134
2024-10-30,43.257,35.980201
2024-10-31,41.599,34.601114
2024-11-01,39.876,33.167961
2024-11-02,38.859,32.322043
2024-11-03,38.859,32.322043
2024-11-04,39.323,32.707988
2024-11-05,40.485,33.674514
2024-11-06,41.143,34.221823
2024-11-07,40.471,33.662869
2024-11-08,41.568,34.575329
2024-11-09,42.827,35.622536
2024-11-10,42.827,35.622536
2024-11-11,42.861,35.650817
2024-11-12,44.468,36.987483
2024-11-13,44.688,37.170474
2024-11-14,44.371,36.906801
2024-11-15,46.407,38.6003
2024-11-16,46.574,38.739207
2024-11-17,46.574,38.739207
2024-11-18,46.729,38.868132
2024-11-19,47.311,39.352227
2024-11-20,47.012,39.103525
2024-11-21,47.472,39.486143
2024-11-22,49.225,40.944249
2024-11-23,48.396,40.254706
2024-11-24,48.396,40.254706
2024-11-25,48.341,40.208958
2024-11-26,48.741,40.541669
2024-11-27,47.995,39.921163
2024-11-28,47.271,39.318956
2024-11-29,47.379,39.408788
2024-11-30,47.809,39.766452
2024-12-01,47.809,39.766452
2024-12-02,47.751,39.718209
2024-12-03,49.273,40.984174
2024-12-04,49.198,40.921791
2024-12-05,47.754,39.720704
2024-12-06,47.212,39.269881
2024-12-07,46.612,38.770814
2024-12-08,46.612,38.770814
2024-12-09,46.703,38.846506
2024-12-10,46.008,38.268421
2024-12-11,46.127,38.367402
2024-12-12,45.758,38.060476
2024-12-13,43.952,36.558286
2024-12-14,42.624,35.453686
2024-12-15,42.624,35.453686
2024-12-16,42.662,35.485293
2024-12-17,40.631,33.795953
2024-12-18,42.077,34.998703
2024-12-19,41.541,34.552871
2024-12-20,42.983,35.752294
2024-12-21,44.095,36.67723
2024-12-22,44.095,36.67723
2024-12-23,44.234,36.792847
2024-12-24,45.902,38.180252
2024-12-25,46.689,38.834861
2024-12-26,46.6,38.760833
2024-12-27,46.758,38.892254
2024-12-28,48.424,40.277995
2024-12-29,48.424,40.277995
2024-12-30,48.431,40.283818
2024-12-31,48.271,40.150733
2025-01-01,49.432,39.91543
2025-01-02,49.524,39.989718
2025-01-03,50.869,41.075781
2025-01-04,50.627,40.88037
2025-01-05,50.627,40.88037
2025-01-06,50.503,40.780242
2025-01-07,48.547,39.200808
2025-01-08,47.926,38.699362
2025-01-09,46.985,37.939522
2025-01-10,45.858,37.02949
2025-01-11,45.942,37.097319
2025-01-12,45.942,37.097319
2025-01-13,45.905,37.067442
2025-01-14,48.979,39.54964
2025-01-15,48.689,39.315471
2025-01-16,48.223,38.939184
2025-01-17,47.412,38.284317
2025-01-18,48.065,38.811602
2025-01-19,48.065,38.811602
2025-01-20,48.074,38.81887
2025-01-21,48.964,39.537528
2025-01-22,50.082,40.440293
2025-01-23,50.319,40.631666
2025-01-24,50.237,40.565452
2025-01-25,50.069,40.429795
2025-01-26,50.069,40.429795
2025-01-27,50.107,40.46048
2025-01-28,49.008,39.573057
2025-01-29,49.252,39.770083
2025-01-30,51.548,41.624061
2025-01-31,52.865,42.687514
2025-02-01,54.068,43.658914
2025-02-02,54.068,43.658914
2025-02-03,54.186,43.754197
2025-02-04,54.871,44.307322
2025-02-05,53.421,43.136474
2025-02-06,54.229,43.788919
2025-02-07,55.577,44.877404
2025-02-08,56.323,45.479785
2025-02-09,56.323,45.479785
2025-02-10,56.386,45.530656
2025-02-11,59.198,47.801295
2025-02-12,59.233,47.829557
2025-02-13,56.893,45.94005
2025-02-14,53.184,42.9451
2025-02-15,51.657,41.712076
2025-02-16,51.657,41.712076
2025-02-17,51.826,41.84854
2025-02-18,51.107,41.267961
2025-02-19,49.849,40.252149
2025-02-20,50.23,40.5598
2025-02-21,49.043,39.601319
2025-02-22,48.025,38.779303
2025-02-23,48.025,38.779303
2025-02-24,48.104,38.843094
2025-02-25,47.384,38.261707
2025-02-26,46.069,37.199869
2025-02-27,43.297,34.96153
2025-02-28,45.958,37.110239
2025-03-01,45.959,37.111046
2025-03-02,45.959,37.111046
2025-03-03,46.014,37.155458
2025-03-04,46.659,37.676283
2025-03-05,44.657,36.059705
2025-03-06,42.964,34.692639
2025-03-07,40.047,32.337215
2025-03-08,40.395,32.618218
2025-03-09,40.395,32.618218
2025-03-10,40.84,32.977548
2025-03-11,42.093,33.989322
2025-03-12,43.467,35.098802
2025-03-13,43.507,35.131101
2025-03-14,43.815,35.379806
2025-03-15,43.452,35.08669
2025-03-16,43.452,35.08669
2025-03-17,43.51,35.133524
2025-03-18,42.616,34.411635
2025-03-19,42.235,34.103985
2025-03-20,44.107,35.61559
2025-03-21,43.844,35.403222
2025-03-22,43.473,35.103647
2025-03-23,43.473,35.103647
2025-03-24,43.839,35.399185
2025-03-25,43.146,34.8396
2025-03-26,43.009,34.728975
2025-03-27,42.173,34.053921
2025-03-28,42.219,34.091065
2025-03-29,41.612,33.600924
2025-03-30,41.612,33.600924
2025-03-31,41.667,33.645335
2025-04-01,41.651,33.632415
2025-04-02,43.074,34.781462
2025-04-03,42.549,34.357534
2025-04-04,40.184,32.44784
2025-04-05,37.546,30.317703
2025-04-06,37.546,30.317703
2025-04-07,38.12,30.781198
2025-04-08,37.574,30.340313
2025-04-09,37.771,30.499387
2025-04-10,35.625,28.766531
2025-04-11,35.26,28.471801
2025-04-12,34.287,27.686121
2025-04-13,34.287,27.686121
2025-04-14,34.571,27.915446
2025-04-15,35.38,28.568698
2025-04-16,35.733,28.853739
2025-04-17,36.13,29.17431
2025-04-18,36.392,29.38587
2025-04-19,36.392,29.38587
2025-04-20,36.392,29.38587
2025-04-21,36.392,29.38587
2025-04-22,36.477,29.454506
2025-04-23,35.397,28.582426
2025-04-24,35.216,28.436271
2025-04-25,34.339,27.72811
2025-04-26,33.462,27.019949
2025-04-27,33.462,27.019949
2025-04-28,33.552,27.092622
2025-04-29,32.918,26.580679
2025-04-30,32.267,26.055008
2025-05-01,32.659,26.371541
2025-05-02,32.39,26.154328
2025-05-03,33.569,27.106349
2025-05-04,33.569,27.106349
2025-05-05,33.569,27.106349
2025-05-06,33.826,27.313872
2025-05-07,35.31,28.512175
2025-05-08,35.632,28.772184
2025-05-09,35.862,28.957904
2025-05-10,35.409,28.592115
2025-05-11,35.409,28.592115
2025-05-12,35.413,28.595345
2025-05-13,36.317,29.325309
2025-05-14,36.222,29.248598
2025-05-15,35.569,28.721312
2025-05-16,35.788,28.898151
2025-05-17,36.072,29.127476
2025-05-18,36.072,29.127476
2025-05-19,36.11,29.15816
2025-05-20,35.834,28.935295
2025-05-21,37.448,30.23857
2025-05-22,37.861,30.57206
